file_path,coarse_class,original_path
coarse/AI & Machine Learning/Arch_Amazon-SageMaker_48.png,AI & Machine Learning,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-SageMaker_48.svg
coarse/Analytics/Arch_AWS-Glue-DataBrew_48.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_AWS-Glue-DataBrew_48.svg
coarse/Analytics/Arch_AWS-Lake-Formation_48.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_AWS-Lake-Formation_48.svg
coarse/Analytics/Arch_Amazon-OpenSearch-Service_48.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-OpenSearch-Service_48.svg
coarse/Analytics/Arch_Amazon-Kinesis-Data-Streams_48.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-Kinesis-Data-Streams_48.svg
coarse/Analytics/Arch_Amazon-EMR_48.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-EMR_48.svg
coarse/Analytics/Arch_AWS-Glue_48.png,Analytics,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_AWS-Glue_48.svg
coarse/Database/Arch_Amazon-Redshift_48.png,Database,Architecture-Service-Icons_02072025/Arch_Analytics/48/Arch_Amazon-Redshift_48.svg
coarse/Migration & Transfer/Arch_AWS-DataSync_64.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Migration-Modernization/64/Arch_AWS-DataSync_64.svg
coarse/Migration & Transfer/Arch_AWS-Transfer-Family_64.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Migration-Modernization/64/Arch_AWS-Transfer-Family_64.svg
coarse/Migration & Transfer/Arch_AWS-Transfer-Family_16.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Migration-Modernization/16/Arch_AWS-Transfer-Family_16.svg
coarse/Migration & Transfer/Arch_AWS-DataSync_16.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Migration-Modernization/16/Arch_AWS-DataSync_16.svg
coarse/Migration & Transfer/Arch_AWS-Transfer-Family_32.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Migration-Modernization/32/Arch_AWS-Transfer-Family_32.svg
coarse/Migration & Transfer/Arch_AWS-DataSync_32.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Migration-Modernization/32/Arch_AWS-DataSync_32.svg
coarse/Migration & Transfer/Arch_AWS-Transfer-Family_48.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Migration-Modernization/48/Arch_AWS-Transfer-Family_48.svg
coarse/Migration & Transfer/Arch_AWS-DataSync_48.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Migration-Modernization/48/Arch_AWS-DataSync_48.svg
coarse/Media Services/Arch_AWS-Elemental-MediaTailor_64.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaTailor_64.svg
coarse/Media Services/Arch_AWS-Elemental-MediaPackage_64.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaPackage_64.svg
coarse/Media Services/Arch_AWS-Elemental-MediaConvert_64.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaConvert_64.svg
coarse/Media Services/Arch_AWS-Elemental-MediaLive_64.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaLive_64.svg
coarse/Media Services/Arch_AWS-Elemental-MediaStore_64.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaStore_64.svg
coarse/Business Applications/Arch_AWS-Elemental-MediaConnect_64.png,Business Applications,Architecture-Service-Icons_02072025/Arch_Media-Services/64/Arch_AWS-Elemental-MediaConnect_64.svg
coarse/Media Services/Arch_AWS-Elemental-MediaPackage_16.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaPackage_16.svg
coarse/Media Services/Arch_AWS-Elemental-MediaConvert_16.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaConvert_16.svg
coarse/Media Services/Arch_AWS-Elemental-MediaStore_16.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaStore_16.svg
coarse/Media Services/Arch_AWS-Elemental-MediaLive_16.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaLive_16.svg
coarse/Business Applications/Arch_AWS-Elemental-MediaConnect_16.png,Business Applications,Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaConnect_16.svg
coarse/Media Services/Arch_AWS-Elemental-MediaTailor_16.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/16/Arch_AWS-Elemental-MediaTailor_16.svg
coarse/Media Services/Arch_AWS-Elemental-MediaTailor_32.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaTailor_32.svg
coarse/Media Services/Arch_AWS-Elemental-MediaStore_32.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaStore_32.svg
coarse/Media Services/Arch_AWS-Elemental-MediaPackage_32.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaPackage_32.svg
coarse/Media Services/Arch_AWS-Elemental-MediaLive_32.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaLive_32.svg
coarse/Media Services/Arch_AWS-Elemental-MediaConvert_32.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaConvert_32.svg
coarse/Business Applications/Arch_AWS-Elemental-MediaConnect_32.png,Business Applications,Architecture-Service-Icons_02072025/Arch_Media-Services/32/Arch_AWS-Elemental-MediaConnect_32.svg
coarse/Media Services/Arch_AWS-Elemental-MediaStore_48.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaStore_48.svg
coarse/Media Services/Arch_AWS-Elemental-MediaConvert_48.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaConvert_48.svg
coarse/Media Services/Arch_AWS-Elemental-MediaTailor_48.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaTailor_48.svg
coarse/Media Services/Arch_AWS-Elemental-MediaLive_48.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaLive_48.svg
coarse/Business Applications/Arch_AWS-Elemental-MediaConnect_48.png,Business Applications,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaConnect_48.svg
coarse/Media Services/Arch_AWS-Elemental-MediaPackage_48.png,Media Services,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaPackage_48.svg
coarse/Blockchain/Arch_Amazon-Managed-Blockchain_64.png,Blockchain,Architecture-Service-Icons_02072025/Arch_Blockchain/64/Arch_Amazon-Managed-Blockchain_64.svg
coarse/Blockchain/Arch_Amazon-Managed-Blockchain_16.png,Blockchain,Architecture-Service-Icons_02072025/Arch_Blockchain/16/Arch_Amazon-Managed-Blockchain_16.svg
coarse/Blockchain/Arch_Amazon-Managed-Blockchain_32.png,Blockchain,Architecture-Service-Icons_02072025/Arch_Blockchain/32/Arch_Amazon-Managed-Blockchain_32.svg
coarse/Blockchain/Arch_Amazon-Managed-Blockchain_48.png,Blockchain,Architecture-Service-Icons_02072025/Arch_Blockchain/48/Arch_Amazon-Managed-Blockchain_48.svg
coarse/IoT/Arch_AWS-IoT-Analytics_64.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Analytics_64.svg
coarse/IoT/Arch_AWS-IoT-SiteWise_64.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-SiteWise_64.svg
coarse/IoT/Arch_AWS-IoT-Events_64.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Events_64.svg
coarse/IoT/Arch_AWS-IoT-Greengrass_64.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Greengrass_64.svg
coarse/IoT/Arch_AWS-IoT-Core_64.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Core_64.svg
coarse/IoT/Arch_AWS-IoT-Core_16.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Core_16.svg
coarse/IoT/Arch_AWS-IoT-Events_16.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Events_16.svg
coarse/IoT/Arch_AWS-IoT-Greengrass_16.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Greengrass_16.svg
coarse/IoT/Arch_AWS-IoT-Analytics_16.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Analytics_16.svg
coarse/IoT/Arch_AWS-IoT-SiteWise_16.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-SiteWise_16.svg
coarse/IoT/Arch_AWS-IoT-SiteWise_32.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-SiteWise_32.svg
coarse/IoT/Arch_AWS-IoT-Analytics_32.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Analytics_32.svg
coarse/IoT/Arch_AWS-IoT-Greengrass_32.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Greengrass_32.svg
coarse/IoT/Arch_AWS-IoT-Core_32.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Core_32.svg
coarse/IoT/Arch_AWS-IoT-Events_32.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Events_32.svg
coarse/IoT/Arch_AWS-IoT-Events_48.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Events_48.svg
coarse/IoT/Arch_AWS-IoT-SiteWise_48.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-SiteWise_48.svg
coarse/IoT/Arch_AWS-IoT-Analytics_48.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Analytics_48.svg
coarse/IoT/Arch_AWS-IoT-Core_48.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Core_48.svg
coarse/IoT/Arch_AWS-IoT-Greengrass_48.png,IoT,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Greengrass_48.svg
coarse/Business Applications/Arch_Amazon-WorkSpaces-Family_64.png,Business Applications,Architecture-Service-Icons_02072025/Arch_End-User-Computing/64/Arch_Amazon-WorkSpaces-Family_64.svg
coarse/Business Applications/Arch_Amazon-WorkSpaces-Family_16.png,Business Applications,Architecture-Service-Icons_02072025/Arch_End-User-Computing/16/Arch_Amazon-WorkSpaces-Family_16.svg
coarse/Business Applications/Arch_Amazon-WorkSpaces-Family_32.png,Business Applications,Architecture-Service-Icons_02072025/Arch_End-User-Computing/32/Arch_Amazon-WorkSpaces-Family_32.svg
coarse/Business Applications/Arch_Amazon-WorkSpaces-Family_48.png,Business Applications,Architecture-Service-Icons_02072025/Arch_End-User-Computing/48/Arch_Amazon-WorkSpaces-Family_48.svg
coarse/Storage/Arch_Amazon-S3-on-Outposts_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-S3-on-Outposts_64.svg
coarse/Storage/Arch_Amazon-EFS_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-EFS_64.svg
coarse/Storage/Arch_Amazon-FSx-for-NetApp-ONTAP_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-NetApp-ONTAP_64.svg
coarse/Storage/Arch_Amazon-FSx-for-OpenZFS_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-OpenZFS_64.svg
coarse/Storage/Arch_Amazon-FSx_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx_64.svg
coarse/Migration & Transfer/Arch_AWS-Snowball-Edge_64.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Snowball-Edge_64.svg
coarse/Storage/Arch_AWS-Storage-Gateway_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Storage-Gateway_64.svg
coarse/Migration & Transfer/Arch_AWS-Snowball_64.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Snowball_64.svg
coarse/Storage/Arch_AWS-Backup_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Backup_64.svg
coarse/Storage/Arch_Amazon-FSx-for-Lustre_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-Lustre_64.svg
coarse/Storage/Arch_Amazon-FSx-for-WFS_64.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-WFS_64.svg
coarse/Storage/Arch_AWS-Backup_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Backup_16.svg
coarse/Storage/Arch_Amazon-FSx_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx_16.svg
coarse/Migration & Transfer/Arch_AWS-Snowball-Edge_16.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Snowball-Edge_16.svg
coarse/Storage/Arch_Amazon-FSx-for-WFS_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-WFS_16.svg
coarse/Storage/Arch_AWS-Storage-Gateway_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Storage-Gateway_16.svg
coarse/Storage/Arch_Amazon-FSx-for-Lustre_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-Lustre_16.svg
coarse/Storage/Arch_Amazon-EFS_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-EFS_16.svg
coarse/Storage/Arch_Amazon-S3-on-Outposts_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-S3-on-Outposts_16.svg
coarse/Storage/Arch_Amazon-FSx-for-OpenZFS_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-OpenZFS_16.svg
coarse/Migration & Transfer/Arch_AWS-Snowball_16.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Snowball_16.svg
coarse/Storage/Arch_Amazon-FSx-for-NetApp-ONTAP_16.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-NetApp-ONTAP_16.svg
coarse/Migration & Transfer/Arch_AWS-Snowball-Edge_32.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_AWS-Snowball-Edge_32.svg
coarse/Storage/Arch_Amazon-FSx-for-OpenZFS_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx-for-OpenZFS_32.svg
coarse/Storage/Arch_Amazon-FSx-for-Lustre_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx-for-Lustre_32.svg
coarse/Storage/Arch_Amazon-FSx-for-WFS_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx-for-WFS_32.svg
coarse/Migration & Transfer/Arch_AWS-Snowball_32.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_AWS-Snowball_32.svg
coarse/Storage/Arch_AWS-Storage-Gateway_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_AWS-Storage-Gateway_32.svg
coarse/Storage/Arch_Amazon-FSx-for-NetApp-ONTAP_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx-for-NetApp-ONTAP_32.svg
coarse/Storage/Arch_Amazon-S3-on-Outposts_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-S3-on-Outposts_32.svg
coarse/Storage/Arch_Amazon-EFS_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-EFS_32.svg
coarse/Storage/Arch_Amazon-FSx_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_Amazon-FSx_32.svg
coarse/Storage/Arch_AWS-Backup_32.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/32/Arch_AWS-Backup_32.svg
coarse/Storage/Arch_Amazon-FSx-for-NetApp-ONTAP_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx-for-NetApp-ONTAP_48.svg
coarse/Storage/Arch_AWS-Storage-Gateway_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_AWS-Storage-Gateway_48.svg
coarse/Storage/Arch_Amazon-S3-on-Outposts_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-S3-on-Outposts_48.svg
coarse/Storage/Arch_Amazon-FSx-for-WFS_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx-for-WFS_48.svg
coarse/Storage/Arch_Amazon-EFS_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-EFS_48.svg
coarse/Storage/Arch_Amazon-FSx-for-OpenZFS_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx-for-OpenZFS_48.svg
coarse/Migration & Transfer/Arch_AWS-Snowball_48.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_AWS-Snowball_48.svg
coarse/Storage/Arch_Amazon-FSx_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx_48.svg
coarse/Migration & Transfer/Arch_AWS-Snowball-Edge_48.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_AWS-Snowball-Edge_48.svg
coarse/Storage/Arch_AWS-Backup_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_AWS-Backup_48.svg
coarse/Storage/Arch_Amazon-FSx-for-Lustre_48.png,Storage,Architecture-Service-Icons_02072025/Arch_Storage/48/Arch_Amazon-FSx-for-Lustre_48.svg
coarse/Database/Arch_Amazon-DocumentDB_64.png,Database,Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-DocumentDB_64.svg
coarse/Migration & Transfer/Arch_AWS-Database-Migration-Service_64.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Database/64/Arch_AWS-Database-Migration-Service_64.svg
coarse/Database/Arch_Amazon-ElastiCache_64.png,Database,Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-ElastiCache_64.svg
coarse/Database/Arch_Amazon-DynamoDB_64.png,Database,Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-DynamoDB_64.svg
coarse/Database/Arch_Amazon-RDS_64.png,Database,Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-RDS_64.svg
coarse/Database/Arch_Amazon-Aurora_64.png,Database,Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-Aurora_64.svg
coarse/Database/Arch_Amazon-Neptune_64.png,Database,Architecture-Service-Icons_02072025/Arch_Database/64/Arch_Amazon-Neptune_64.svg
coarse/Database/Arch_Amazon-DocumentDB_16.png,Database,Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-DocumentDB_16.svg
coarse/Database/Arch_Amazon-Neptune_16.png,Database,Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-Neptune_16.svg
coarse/Migration & Transfer/Arch_AWS-Database-Migration-Service_16.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Database/16/Arch_AWS-Database-Migration-Service_16.svg
coarse/Database/Arch_Amazon-DynamoDB_16.png,Database,Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-DynamoDB_16.svg
coarse/Database/Arch_Amazon-Aurora_16.png,Database,Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-Aurora_16.svg
coarse/Database/Arch_Amazon-ElastiCache_16.png,Database,Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-ElastiCache_16.svg
coarse/Database/Arch_Amazon-RDS_16.png,Database,Architecture-Service-Icons_02072025/Arch_Database/16/Arch_Amazon-RDS_16.svg
coarse/Database/Arch_Amazon-Neptune_32.png,Database,Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-Neptune_32.svg
coarse/Migration & Transfer/Arch_AWS-Database-Migration-Service_32.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Database/32/Arch_AWS-Database-Migration-Service_32.svg
coarse/Database/Arch_Amazon-ElastiCache_32.png,Database,Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-ElastiCache_32.svg
coarse/Database/Arch_Amazon-DynamoDB_32.png,Database,Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-DynamoDB_32.svg
coarse/Database/Arch_Amazon-DocumentDB_32.png,Database,Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-DocumentDB_32.svg
coarse/Database/Arch_Amazon-Aurora_32.png,Database,Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-Aurora_32.svg
coarse/Database/Arch_Amazon-RDS_32.png,Database,Architecture-Service-Icons_02072025/Arch_Database/32/Arch_Amazon-RDS_32.svg
coarse/Database/Arch_Amazon-DocumentDB_48.png,Database,Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-DocumentDB_48.svg
coarse/Database/Arch_Amazon-Neptune_48.png,Database,Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-Neptune_48.svg
coarse/Database/Arch_Amazon-Aurora_48.png,Database,Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-Aurora_48.svg
coarse/Migration & Transfer/Arch_AWS-Database-Migration-Service_48.png,Migration & Transfer,Architecture-Service-Icons_02072025/Arch_Database/48/Arch_AWS-Database-Migration-Service_48.svg
coarse/Database/Arch_Amazon-RDS_48.png,Database,Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-RDS_48.svg
coarse/Database/Arch_Amazon-ElastiCache_48.png,Database,Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-ElastiCache_48.svg
coarse/Database/Arch_Amazon-DynamoDB_48.png,Database,Architecture-Service-Icons_02072025/Arch_Database/48/Arch_Amazon-DynamoDB_48.svg
coarse/Quantum/Res_Amazon-Braket_Simulator-3_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator-3_48.svg
coarse/Quantum/Res_Amazon-Braket_QPU_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_QPU_48.svg
coarse/Quantum/Res_Amazon-Braket_Tensor-Network_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Tensor-Network_48.svg
coarse/Quantum/Res_Amazon-Braket_Embedded-Simulator_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Embedded-Simulator_48.svg
coarse/Quantum/Res_Amazon-Braket_Managed-Simulator_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Managed-Simulator_48.svg
coarse/Quantum/Res_Amazon-Braket_Simulator-2_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator-2_48.svg
coarse/Quantum/Res_Amazon-Braket_State-Vector_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_State-Vector_48.svg
coarse/Quantum/Res_Amazon-Braket_Chandelier_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Chandelier_48.svg
coarse/Quantum/Res_Amazon-Braket_Simulator_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator_48.svg
coarse/Quantum/Res_Amazon-Braket_Simulator-1_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator-1_48.svg
coarse/Quantum/Res_Amazon-Braket_Chip_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Chip_48.svg
coarse/Quantum/Res_Amazon-Braket_Noise-Simulator_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Noise-Simulator_48.svg
coarse/Quantum/Res_Amazon-Braket_Simulator-4_48.png,Quantum,Resource-Icons_02072025/Res_Quantum-Technologies/Res_Amazon-Braket_Simulator-4_48.svg
coarse/Analytics/Res_AWS-Glue_AWS-Glue-for-Ray_48.png,Analytics,Resource-Icons_02072025/Res_Analytics/Res_AWS-Glue_AWS-Glue-for-Ray_48.svg
coarse/Analytics/Res_AWS-Glue_Data-Catalog_48.png,Analytics,Resource-Icons_02072025/Res_Analytics/Res_AWS-Glue_Data-Catalog_48.svg
coarse/Analytics/Res_Amazon-OpenSearch-Service_UltraWarm-Node_48.png,Analytics,Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_UltraWarm-Node_48.svg
coarse/Database/Res_Amazon-Redshift_Query-Editor-v2.0_48.png,Database,Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_Query-Editor-v2.0_48.svg
coarse/Analytics/Res_Amazon-Quicksight_Paginated-Reports_48.png,Analytics,Resource-Icons_02072025/Res_Analytics/Res_Amazon-Quicksight_Paginated-Reports_48.svg
coarse/Analytics/Res_Amazon-OpenSearch-Service_Index_48.png,Analytics,Resource-Icons_02072025/Res_Analytics/Res_Amazon-OpenSearch-Service_Index_48.svg
coarse/Database/Res_Amazon-Redshift_Dense-Storage-Node_48.png,Database,Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_Dense-Storage-Node_48.svg
coarse/Analytics/Res_AWS-Lake-Formation_Data-Lake_48.png,Analytics,Resource-Icons_02072025/Res_Analytics/Res_AWS-Lake-Formation_Data-Lake_48.svg
coarse/Analytics/Res_AWS-Glue_Data-Quality_48.png,Analytics,Resource-Icons_02072025/Res_Analytics/Res_AWS-Glue_Data-Quality_48.svg
coarse/Database/Res_Amazon-Redshift_ML_48.png,Database,Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_ML_48.svg
coarse/Database/Res_Amazon-Redshift_RA3_48.png,Database,Resource-Icons_02072025/Res_Analytics/Res_Amazon-Redshift_RA3_48.svg
coarse/Analytics/Res_Amazon-EMR_HDFS-Cluster_48.png,Analytics,Resource-Icons_02072025/Res_Analytics/Res_Amazon-EMR_HDFS-Cluster_48.svg
