icon_type,file_path,file_name,stem,dir,candidate_name,canonical_service_name,coarse_class,service_code_mapped,matched
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Thinkbox-Deadline_48.svg,Arch_AWS-Thinkbox-Deadline_48.svg,Arch_AWS-Thinkbox-Deadline_48,48,Arch AWS Thinkbox Deadline,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Thinkbox-XMesh_48.svg,Arch_AWS-Thinkbox-XMesh_48.svg,Arch_AWS-Thinkbox-XMesh_48,48,Arch AWS Thinkbox XMesh,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Thinkbox-Stoke_48.svg,Arch_AWS-Thinkbox-Stoke_48.svg,Arch_AWS-Thinkbox-Stoke_48,48,Arch AWS Thinkbox Stoke,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaLive_48.svg,Arch_AWS-Elemental-MediaLive_48.svg,Arch_AWS-Elemental-MediaLive_48,48,Arch AWS Elemental MediaLive,aws elemental medialive,Media Services,medialive,True
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaConnect_48.svg,Arch_AWS-Elemental-MediaConnect_48.svg,Arch_AWS-Elemental-MediaConnect_48,48,Arch AWS Elemental MediaConnect,amazon connect,Business Applications,connect,True
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-Live_48.svg,Arch_AWS-Elemental-Live_48.svg,Arch_AWS-Elemental-Live_48,48,Arch AWS Elemental Live,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-Server_48.svg,Arch_AWS-Elemental-Server_48.svg,Arch_AWS-Elemental-Server_48,48,Arch AWS Elemental Server,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Thinkbox-Frost_48.svg,Arch_AWS-Thinkbox-Frost_48.svg,Arch_AWS-Thinkbox-Frost_48,48,Arch AWS Thinkbox Frost,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-Delta_48.svg,Arch_AWS-Elemental-Delta_48.svg,Arch_AWS-Elemental-Delta_48,48,Arch AWS Elemental Delta,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_Amazon-Interactive-Video-Service_48.svg,Arch_Amazon-Interactive-Video-Service_48.svg,Arch_Amazon-Interactive-Video-Service_48,48,Arch Amazon Interactive Video Service,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_Amazon-Kinesis-Video-Streams_48.svg,Arch_Amazon-Kinesis-Video-Streams_48.svg,Arch_Amazon-Kinesis-Video-Streams_48,48,Arch Amazon Kinesis Video Streams,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-Link_48.svg,Arch_AWS-Elemental-Link_48.svg,Arch_AWS-Elemental-Link_48,48,Arch AWS Elemental Link,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Deadline-Cloud_48.svg,Arch_AWS-Deadline-Cloud_48.svg,Arch_AWS-Deadline-Cloud_48,48,Arch AWS Deadline Cloud,,,,False
service,Architecture-Service-Icons_02072025/Arch_Media-Services/48/Arch_AWS-Elemental-MediaPackage_48.svg,Arch_AWS-Elemental-MediaPackage_48.svg,Arch_AWS-Elemental-MediaPackage_48,48,Arch AWS Elemental MediaPackage,aws elemental mediapackage,Media Services,mediapackage,True
service,Architecture-Service-Icons_02072025/Arch_Blockchain/64/Arch_Amazon-Managed-Blockchain_64.svg,Arch_Amazon-Managed-Blockchain_64.svg,Arch_Amazon-Managed-Blockchain_64,64,Arch Amazon Managed Blockchain,amazon managed blockchain,Blockchain,managedblockchain,True
service,Architecture-Service-Icons_02072025/Arch_Blockchain/64/Arch_Amazon-Quantum-Ledger-Database_64.svg,Arch_Amazon-Quantum-Ledger-Database_64.svg,Arch_Amazon-Quantum-Ledger-Database_64,64,Arch Amazon Quantum Ledger Database,,,,False
service,Architecture-Service-Icons_02072025/Arch_Blockchain/16/Arch_Amazon-Quantum-Ledger-Database_16.svg,Arch_Amazon-Quantum-Ledger-Database_16.svg,Arch_Amazon-Quantum-Ledger-Database_16,16,Arch Amazon Quantum Ledger Database,,,,False
service,Architecture-Service-Icons_02072025/Arch_Blockchain/16/Arch_Amazon-Managed-Blockchain_16.svg,Arch_Amazon-Managed-Blockchain_16.svg,Arch_Amazon-Managed-Blockchain_16,16,Arch Amazon Managed Blockchain,amazon managed blockchain,Blockchain,managedblockchain,True
service,Architecture-Service-Icons_02072025/Arch_Blockchain/32/Arch_Amazon-Quantum-Ledger-Database_32.svg,Arch_Amazon-Quantum-Ledger-Database_32.svg,Arch_Amazon-Quantum-Ledger-Database_32,32,Arch Amazon Quantum Ledger Database,,,,False
service,Architecture-Service-Icons_02072025/Arch_Blockchain/32/Arch_Amazon-Managed-Blockchain_32.svg,Arch_Amazon-Managed-Blockchain_32.svg,Arch_Amazon-Managed-Blockchain_32,32,Arch Amazon Managed Blockchain,amazon managed blockchain,Blockchain,managedblockchain,True
service,Architecture-Service-Icons_02072025/Arch_Blockchain/48/Arch_Amazon-Managed-Blockchain_48.svg,Arch_Amazon-Managed-Blockchain_48.svg,Arch_Amazon-Managed-Blockchain_48,48,Arch Amazon Managed Blockchain,amazon managed blockchain,Blockchain,managedblockchain,True
service,Architecture-Service-Icons_02072025/Arch_Blockchain/48/Arch_Amazon-Quantum-Ledger-Database_48.svg,Arch_Amazon-Quantum-Ledger-Database_48.svg,Arch_Amazon-Quantum-Ledger-Database_48,48,Arch Amazon Quantum Ledger Database,,,,False
service,Architecture-Service-Icons_02072025/Arch_Satellite/64/Arch_AWS-Ground-Station_64.svg,Arch_AWS-Ground-Station_64.svg,Arch_AWS-Ground-Station_64,64,Arch AWS Ground Station,,,,False
service,Architecture-Service-Icons_02072025/Arch_Satellite/16/Arch_AWS-Ground-Station_16.svg,Arch_AWS-Ground-Station_16.svg,Arch_AWS-Ground-Station_16,16,Arch AWS Ground Station,,,,False
service,Architecture-Service-Icons_02072025/Arch_Satellite/32/Arch_AWS-Ground-Station_32.svg,Arch_AWS-Ground-Station_32.svg,Arch_AWS-Ground-Station_32,32,Arch AWS Ground Station,,,,False
service,Architecture-Service-Icons_02072025/Arch_Satellite/48/Arch_AWS-Ground-Station_48.svg,Arch_AWS-Ground-Station_48.svg,Arch_AWS-Ground-Station_48,48,Arch AWS Ground Station,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_FreeRTOS_64.svg,Arch_FreeRTOS_64.svg,Arch_FreeRTOS_64,64,Arch FreeRTOS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Analytics_64.svg,Arch_AWS-IoT-Analytics_64.svg,Arch_AWS-IoT-Analytics_64,64,Arch AWS IoT Analytics,aws iot analytics,IoT,iotanalytics,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-TwinMaker_64.svg,Arch_AWS-IoT-TwinMaker_64.svg,Arch_AWS-IoT-TwinMaker_64,64,Arch AWS IoT TwinMaker,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-SiteWise_64.svg,Arch_AWS-IoT-SiteWise_64.svg,Arch_AWS-IoT-SiteWise_64,64,Arch AWS IoT SiteWise,aws iot sitewise,IoT,sitewise,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Device-Defender_64.svg,Arch_AWS-IoT-Device-Defender_64.svg,Arch_AWS-IoT-Device-Defender_64,64,Arch AWS IoT Device Defender,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Device-Management_64.svg,Arch_AWS-IoT-Device-Management_64.svg,Arch_AWS-IoT-Device-Management_64,64,Arch AWS IoT Device Management,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Events_64.svg,Arch_AWS-IoT-Events_64.svg,Arch_AWS-IoT-Events_64,64,Arch AWS IoT Events,aws iot events,IoT,iotevents,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-ExpressLink_64.svg,Arch_AWS-IoT-ExpressLink_64.svg,Arch_AWS-IoT-ExpressLink_64,64,Arch AWS IoT ExpressLink,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Greengrass_64.svg,Arch_AWS-IoT-Greengrass_64.svg,Arch_AWS-IoT-Greengrass_64,64,Arch AWS IoT Greengrass,aws iot greengrass,IoT,greengrass,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-FleetWise_64.svg,Arch_AWS-IoT-FleetWise_64.svg,Arch_AWS-IoT-FleetWise_64,64,Arch AWS IoT FleetWise,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Core_64.svg,Arch_AWS-IoT-Core_64.svg,Arch_AWS-IoT-Core_64,64,Arch AWS IoT Core,aws iot core,IoT,iot,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/64/Arch_AWS-IoT-Button_64.svg,Arch_AWS-IoT-Button_64.svg,Arch_AWS-IoT-Button_64,64,Arch AWS IoT Button,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Button_16.svg,Arch_AWS-IoT-Button_16.svg,Arch_AWS-IoT-Button_16,16,Arch AWS IoT Button,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Core_16.svg,Arch_AWS-IoT-Core_16.svg,Arch_AWS-IoT-Core_16,16,Arch AWS IoT Core,aws iot core,IoT,iot,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Events_16.svg,Arch_AWS-IoT-Events_16.svg,Arch_AWS-IoT-Events_16,16,Arch AWS IoT Events,aws iot events,IoT,iotevents,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Device-Defender_16.svg,Arch_AWS-IoT-Device-Defender_16.svg,Arch_AWS-IoT-Device-Defender_16,16,Arch AWS IoT Device Defender,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-FleetWise_16.svg,Arch_AWS-IoT-FleetWise_16.svg,Arch_AWS-IoT-FleetWise_16,16,Arch AWS IoT FleetWise,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Device-Management_16.svg,Arch_AWS-IoT-Device-Management_16.svg,Arch_AWS-IoT-Device-Management_16,16,Arch AWS IoT Device Management,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Greengrass_16.svg,Arch_AWS-IoT-Greengrass_16.svg,Arch_AWS-IoT-Greengrass_16,16,Arch AWS IoT Greengrass,aws iot greengrass,IoT,greengrass,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-Analytics_16.svg,Arch_AWS-IoT-Analytics_16.svg,Arch_AWS-IoT-Analytics_16,16,Arch AWS IoT Analytics,aws iot analytics,IoT,iotanalytics,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-SiteWise_16.svg,Arch_AWS-IoT-SiteWise_16.svg,Arch_AWS-IoT-SiteWise_16,16,Arch AWS IoT SiteWise,aws iot sitewise,IoT,sitewise,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-TwinMaker_16.svg,Arch_AWS-IoT-TwinMaker_16.svg,Arch_AWS-IoT-TwinMaker_16,16,Arch AWS IoT TwinMaker,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_AWS-IoT-ExpressLink_16.svg,Arch_AWS-IoT-ExpressLink_16.svg,Arch_AWS-IoT-ExpressLink_16,16,Arch AWS IoT ExpressLink,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/16/Arch_FreeRTOS_16.svg,Arch_FreeRTOS_16.svg,Arch_FreeRTOS_16,16,Arch FreeRTOS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Device-Defender_32.svg,Arch_AWS-IoT-Device-Defender_32.svg,Arch_AWS-IoT-Device-Defender_32,32,Arch AWS IoT Device Defender,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_FreeRTOS_32.svg,Arch_FreeRTOS_32.svg,Arch_FreeRTOS_32,32,Arch FreeRTOS,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-SiteWise_32.svg,Arch_AWS-IoT-SiteWise_32.svg,Arch_AWS-IoT-SiteWise_32,32,Arch AWS IoT SiteWise,aws iot sitewise,IoT,sitewise,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Device-Management_32.svg,Arch_AWS-IoT-Device-Management_32.svg,Arch_AWS-IoT-Device-Management_32,32,Arch AWS IoT Device Management,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Analytics_32.svg,Arch_AWS-IoT-Analytics_32.svg,Arch_AWS-IoT-Analytics_32,32,Arch AWS IoT Analytics,aws iot analytics,IoT,iotanalytics,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-ExpressLink_32.svg,Arch_AWS-IoT-ExpressLink_32.svg,Arch_AWS-IoT-ExpressLink_32,32,Arch AWS IoT ExpressLink,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-TwinMaker_32.svg,Arch_AWS-IoT-TwinMaker_32.svg,Arch_AWS-IoT-TwinMaker_32,32,Arch AWS IoT TwinMaker,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Greengrass_32.svg,Arch_AWS-IoT-Greengrass_32.svg,Arch_AWS-IoT-Greengrass_32,32,Arch AWS IoT Greengrass,aws iot greengrass,IoT,greengrass,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Core_32.svg,Arch_AWS-IoT-Core_32.svg,Arch_AWS-IoT-Core_32,32,Arch AWS IoT Core,aws iot core,IoT,iot,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Events_32.svg,Arch_AWS-IoT-Events_32.svg,Arch_AWS-IoT-Events_32,32,Arch AWS IoT Events,aws iot events,IoT,iotevents,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-FleetWise_32.svg,Arch_AWS-IoT-FleetWise_32.svg,Arch_AWS-IoT-FleetWise_32,32,Arch AWS IoT FleetWise,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/32/Arch_AWS-IoT-Button_32.svg,Arch_AWS-IoT-Button_32.svg,Arch_AWS-IoT-Button_32,32,Arch AWS IoT Button,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-FleetWise_48.svg,Arch_AWS-IoT-FleetWise_48.svg,Arch_AWS-IoT-FleetWise_48,48,Arch AWS IoT FleetWise,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Device-Management_48.svg,Arch_AWS-IoT-Device-Management_48.svg,Arch_AWS-IoT-Device-Management_48,48,Arch AWS IoT Device Management,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Events_48.svg,Arch_AWS-IoT-Events_48.svg,Arch_AWS-IoT-Events_48,48,Arch AWS IoT Events,aws iot events,IoT,iotevents,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-ExpressLink_48.svg,Arch_AWS-IoT-ExpressLink_48.svg,Arch_AWS-IoT-ExpressLink_48,48,Arch AWS IoT ExpressLink,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-TwinMaker_48.svg,Arch_AWS-IoT-TwinMaker_48.svg,Arch_AWS-IoT-TwinMaker_48,48,Arch AWS IoT TwinMaker,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Button_48.svg,Arch_AWS-IoT-Button_48.svg,Arch_AWS-IoT-Button_48,48,Arch AWS IoT Button,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-SiteWise_48.svg,Arch_AWS-IoT-SiteWise_48.svg,Arch_AWS-IoT-SiteWise_48,48,Arch AWS IoT SiteWise,aws iot sitewise,IoT,sitewise,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Device-Defender_48.svg,Arch_AWS-IoT-Device-Defender_48.svg,Arch_AWS-IoT-Device-Defender_48,48,Arch AWS IoT Device Defender,,,,False
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Analytics_48.svg,Arch_AWS-IoT-Analytics_48.svg,Arch_AWS-IoT-Analytics_48,48,Arch AWS IoT Analytics,aws iot analytics,IoT,iotanalytics,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Core_48.svg,Arch_AWS-IoT-Core_48.svg,Arch_AWS-IoT-Core_48,48,Arch AWS IoT Core,aws iot core,IoT,iot,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_AWS-IoT-Greengrass_48.svg,Arch_AWS-IoT-Greengrass_48.svg,Arch_AWS-IoT-Greengrass_48,48,Arch AWS IoT Greengrass,aws iot greengrass,IoT,greengrass,True
service,Architecture-Service-Icons_02072025/Arch_Internet-of-Things/48/Arch_FreeRTOS_48.svg,Arch_FreeRTOS_48.svg,Arch_FreeRTOS_48,48,Arch FreeRTOS,,,,False
service,Architecture-Service-Icons_02072025/Arch_End-User-Computing/64/Arch_Amazon-AppStream-2_64.svg,Arch_Amazon-AppStream-2_64.svg,Arch_Amazon-AppStream-2_64,64,Arch Amazon AppStream 2,,,,False
service,Architecture-Service-Icons_02072025/Arch_End-User-Computing/64/Arch_Amazon-WorkSpaces-Family_64.svg,Arch_Amazon-WorkSpaces-Family_64.svg,Arch_Amazon-WorkSpaces-Family_64,64,Arch Amazon WorkSpaces Family,amazon workspaces,Business Applications,workspaces,True
service,Architecture-Service-Icons_02072025/Arch_End-User-Computing/16/Arch_Amazon-AppStream-2_16.svg,Arch_Amazon-AppStream-2_16.svg,Arch_Amazon-AppStream-2_16,16,Arch Amazon AppStream 2,,,,False
service,Architecture-Service-Icons_02072025/Arch_End-User-Computing/16/Arch_Amazon-WorkSpaces-Family_16.svg,Arch_Amazon-WorkSpaces-Family_16.svg,Arch_Amazon-WorkSpaces-Family_16,16,Arch Amazon WorkSpaces Family,amazon workspaces,Business Applications,workspaces,True
service,Architecture-Service-Icons_02072025/Arch_End-User-Computing/32/Arch_Amazon-WorkSpaces-Family_32.svg,Arch_Amazon-WorkSpaces-Family_32.svg,Arch_Amazon-WorkSpaces-Family_32,32,Arch Amazon WorkSpaces Family,amazon workspaces,Business Applications,workspaces,True
service,Architecture-Service-Icons_02072025/Arch_End-User-Computing/32/Arch_Amazon-AppStream-2_32.svg,Arch_Amazon-AppStream-2_32.svg,Arch_Amazon-AppStream-2_32,32,Arch Amazon AppStream 2,,,,False
service,Architecture-Service-Icons_02072025/Arch_End-User-Computing/48/Arch_Amazon-WorkSpaces-Family_48.svg,Arch_Amazon-WorkSpaces-Family_48.svg,Arch_Amazon-WorkSpaces-Family_48,48,Arch Amazon WorkSpaces Family,amazon workspaces,Business Applications,workspaces,True
service,Architecture-Service-Icons_02072025/Arch_End-User-Computing/48/Arch_Amazon-AppStream-2_48.svg,Arch_Amazon-AppStream-2_48.svg,Arch_Amazon-AppStream-2_48,48,Arch Amazon AppStream 2,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-S3-on-Outposts_64.svg,Arch_Amazon-S3-on-Outposts_64.svg,Arch_Amazon-S3-on-Outposts_64,64,Arch Amazon S3 on Outposts,amazon s3,Storage,s3,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-EFS_64.svg,Arch_Amazon-EFS_64.svg,Arch_Amazon-EFS_64,64,Arch Amazon EFS,amazon efs,Storage,efs,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-NetApp-ONTAP_64.svg,Arch_Amazon-FSx-for-NetApp-ONTAP_64.svg,Arch_Amazon-FSx-for-NetApp-ONTAP_64,64,Arch Amazon FSx for NetApp ONTAP,amazon fsx,Storage,fsx,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-Simple-Storage-Service_64.svg,Arch_Amazon-Simple-Storage-Service_64.svg,Arch_Amazon-Simple-Storage-Service_64,64,Arch Amazon Simple Storage Service,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-OpenZFS_64.svg,Arch_Amazon-FSx-for-OpenZFS_64.svg,Arch_Amazon-FSx-for-OpenZFS_64,64,Arch Amazon FSx for OpenZFS,amazon fsx,Storage,fsx,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx_64.svg,Arch_Amazon-FSx_64.svg,Arch_Amazon-FSx_64,64,Arch Amazon FSx,amazon fsx,Storage,fsx,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Snowball-Edge_64.svg,Arch_AWS-Snowball-Edge_64.svg,Arch_AWS-Snowball-Edge_64,64,Arch AWS Snowball Edge,aws snowball,Migration & Transfer,snowball,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Storage-Gateway_64.svg,Arch_AWS-Storage-Gateway_64.svg,Arch_AWS-Storage-Gateway_64,64,Arch AWS Storage Gateway,aws storage gateway,Storage,storagegateway,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Snowball_64.svg,Arch_AWS-Snowball_64.svg,Arch_AWS-Snowball_64,64,Arch AWS Snowball,aws snowball,Migration & Transfer,snowball,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-Simple-Storage-Service-Glacier_64.svg,Arch_Amazon-Simple-Storage-Service-Glacier_64.svg,Arch_Amazon-Simple-Storage-Service-Glacier_64,64,Arch Amazon Simple Storage Service Glacier,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-Elastic-Block-Store_64.svg,Arch_Amazon-Elastic-Block-Store_64.svg,Arch_Amazon-Elastic-Block-Store_64,64,Arch Amazon Elastic Block Store,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Elastic-Disaster-Recovery_64.svg,Arch_AWS-Elastic-Disaster-Recovery_64.svg,Arch_AWS-Elastic-Disaster-Recovery_64,64,Arch AWS Elastic Disaster Recovery,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_AWS-Backup_64.svg,Arch_AWS-Backup_64.svg,Arch_AWS-Backup_64,64,Arch AWS Backup,aws backup,Storage,backup,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-File-Cache_64.svg,Arch_Amazon-File-Cache_64.svg,Arch_Amazon-File-Cache_64,64,Arch Amazon File Cache,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-Lustre_64.svg,Arch_Amazon-FSx-for-Lustre_64.svg,Arch_Amazon-FSx-for-Lustre_64,64,Arch Amazon FSx for Lustre,amazon fsx,Storage,fsx,True
service,Architecture-Service-Icons_02072025/Arch_Storage/64/Arch_Amazon-FSx-for-WFS_64.svg,Arch_Amazon-FSx-for-WFS_64.svg,Arch_Amazon-FSx-for-WFS_64,64,Arch Amazon FSx for WFS,amazon fsx,Storage,fsx,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Backup_16.svg,Arch_AWS-Backup_16.svg,Arch_AWS-Backup_16,16,Arch AWS Backup,aws backup,Storage,backup,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-File-Cache_16.svg,Arch_Amazon-File-Cache_16.svg,Arch_Amazon-File-Cache_16,16,Arch Amazon File Cache,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx_16.svg,Arch_Amazon-FSx_16.svg,Arch_Amazon-FSx_16,16,Arch Amazon FSx,amazon fsx,Storage,fsx,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Snowball-Edge_16.svg,Arch_AWS-Snowball-Edge_16.svg,Arch_AWS-Snowball-Edge_16,16,Arch AWS Snowball Edge,aws snowball,Migration & Transfer,snowball,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-Elastic-Block-Store_16.svg,Arch_Amazon-Elastic-Block-Store_16.svg,Arch_Amazon-Elastic-Block-Store_16,16,Arch Amazon Elastic Block Store,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-WFS_16.svg,Arch_Amazon-FSx-for-WFS_16.svg,Arch_Amazon-FSx-for-WFS_16,16,Arch Amazon FSx for WFS,amazon fsx,Storage,fsx,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-Simple-Storage-Service-Glacier_16.svg,Arch_Amazon-Simple-Storage-Service-Glacier_16.svg,Arch_Amazon-Simple-Storage-Service-Glacier_16,16,Arch Amazon Simple Storage Service Glacier,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-Simple-Storage-Service_16.svg,Arch_Amazon-Simple-Storage-Service_16.svg,Arch_Amazon-Simple-Storage-Service_16,16,Arch Amazon Simple Storage Service,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Storage-Gateway_16.svg,Arch_AWS-Storage-Gateway_16.svg,Arch_AWS-Storage-Gateway_16,16,Arch AWS Storage Gateway,aws storage gateway,Storage,storagegateway,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-Lustre_16.svg,Arch_Amazon-FSx-for-Lustre_16.svg,Arch_Amazon-FSx-for-Lustre_16,16,Arch Amazon FSx for Lustre,amazon fsx,Storage,fsx,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-EFS_16.svg,Arch_Amazon-EFS_16.svg,Arch_Amazon-EFS_16,16,Arch Amazon EFS,amazon efs,Storage,efs,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-S3-on-Outposts_16.svg,Arch_Amazon-S3-on-Outposts_16.svg,Arch_Amazon-S3-on-Outposts_16,16,Arch Amazon S3 on Outposts,amazon s3,Storage,s3,True
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_AWS-Elastic-Disaster-Recovery_16.svg,Arch_AWS-Elastic-Disaster-Recovery_16.svg,Arch_AWS-Elastic-Disaster-Recovery_16,16,Arch AWS Elastic Disaster Recovery,,,,False
service,Architecture-Service-Icons_02072025/Arch_Storage/16/Arch_Amazon-FSx-for-OpenZFS_16.svg,Arch_Amazon-FSx-for-OpenZFS_16.svg,Arch_Amazon-FSx-for-OpenZFS_16,16,Arch Amazon FSx for OpenZFS,amazon fsx,Storage,fsx,True
